Trans. Date,Post Date,Description,Amount,Category
02/03/2016,02/03/2016,"COBORN'S SUPERSTORE COOP ST CLOUD MN",7.67,"Supermarkets"
02/03/2016,02/03/2016,"COBORN'S SUPERSTORE COOP ST CLOUD MN",24.15,"Supermarkets"
02/03/2016,02/03/2016,"HOLIDAY STNSTORE 0307 ROGERS MN",9.88,"Gasoline"
02/03/2016,02/03/2016,"LIQUOR PIG SAINT CLOUD MN",12.64,"Merchandise"
02/03/2016,02/03/2016,"LITTLE DUKES COOPER ST CLOUD MN",14.76,"Gasoline"
02/03/2016,02/03/2016,"PILOT ST. CLOUD MN",10.00,"Gasoline"
02/03/2016,02/03/2016,"USA*SNACK SODA VENDING OSSEO MNEV291857-1454496817",0.95,"Restaurants"
02/03/2016,02/03/2016,"USA*SNACK SODA VENDING OSSEO MNEV291857-1454499576",0.95,"Restaurants"
02/03/2016,02/03/2016,"USA*SNACK SODA VENDING OSSEO MNEV291857-1454506967",0.95,"Restaurants"
02/04/2016,02/04/2016,"COBORN'S SUPERSTORE COOP ST CLOUD MN",7.67,"Supermarkets"
02/04/2016,02/04/2016,"TACO BELL 20173 ROGERS MN",8.35,"Restaurants"
02/05/2016,02/05/2016,"LIQUOR PIG SAINT CLOUD MN",8.79,"Merchandise"
02/05/2016,02/05/2016,"SUBWAY 00346114255 ST CLOUD MN",6.50,"Restaurants"
02/06/2016,02/06/2016,"COBORN'S SUPERSTORE COOP ST CLOUD MN",7.67,"Supermarkets"
02/06/2016,02/06/2016,"COBORN'S SUPERSTORE COOP ST CLOUD MN",9.45,"Supermarkets"
02/06/2016,02/06/2016,"LIQUOR PIG SAINT CLOUD MN",34.61,"Merchandise"
02/06/2016,02/06/2016,"SUBWAY 00346114255 ST CLOUD MN",6.12,"Restaurants"
02/06/2016,02/06/2016,"WAL-MART SC - #3088 ST CLOUD MN",2.65,"Merchandise"
02/07/2016,02/07/2016,"CMSVEND*THEISEN VENDING GOLDEN VALLEYMN",2.50,"Restaurants"
02/07/2016,02/07/2016,"KWIK TRIP 00006817691 SAINT MICHAELMN",17.59,"Gasoline"
02/07/2016,02/07/2016,"MSP AIRPORT PARKING SAINT PAUL MN",6.00,"Services"
02/08/2016,02/08/2016,"COBORN'S SUPERSTORE COOP ST CLOUD MN",6.39,"Supermarkets"
02/08/2016,02/08/2016,"COBORN'S SUPERSTORE COOP ST CLOUD MN",12.40,"Supermarkets"
02/08/2016,02/08/2016,"LITTLE DUKES COOPER ST CLOUD MN",14.97,"Gasoline"
02/09/2016,02/09/2016,"LIQUOR PIG SAINT CLOUD MN",10.99,"Merchandise"
02/09/2016,02/09/2016,"SUBWAY 00346114255 ST CLOUD MN",6.12,"Restaurants"
02/09/2016,02/09/2016,"USA*SNACK SODA VENDING OSSEO MNEV291857-1455017331",0.95,"Restaurants"
02/09/2016,02/09/2016,"USA*SNACK SODA VENDING OSSEO MNEV291851-1455017412",1.45,"Restaurants"
02/10/2016,02/10/2016,"COBORN'S SUPERSTORE COOP ST CLOUD MN",7.67,"Supermarkets"
02/10/2016,02/10/2016,"CULLIGAN MASON CITY MASON CITY IA",150.93,"Services"
02/10/2016,02/10/2016,"USA*SNACK SODA VENDING OSSEO MNEV291857-1455112598",0.95,"Restaurants"
02/10/2016,02/10/2016,"USA*SNACK SODA VENDING OSSEO MNEV291851-1455112624",1.45,"Restaurants"
02/12/2016,02/12/2016,"HOLIDAY STNSTORE 0307 ROGERS MN",4.29,"Gasoline"
02/12/2016,02/12/2016,"TACO BELL 20173 ROGERS MN",8.35,"Restaurants"
02/12/2016,02/12/2016,"TEESPRING.COM 855-833-7774 RI",35.79,"Merchandise"
02/13/2016,02/13/2016,"PILOT ST. CLOUD MN",4.30,"Gasoline"
02/13/2016,02/13/2016,"PILOT ST. CLOUD MN",28.19,"Gasoline"
02/13/2016,02/13/2016,"TARGET MINNEAPOLIS MN",119.22,"Supermarkets"
02/13/2016,02/13/2016,"TARGET SAINT PAUL MN",38.85,"Supermarkets"
02/14/2016,02/14/2016,"INTERNET PAYMENT - THANK YOU",-1500.00,"Payments and Credits"
02/14/2016,02/14/2016,"TARGET SAINT PAUL MN",39.85,"Supermarkets"
02/15/2016,02/15/2016,"HOLIDAY STNSTORE 0307 ROGERS MN",8.03,"Gasoline"
02/15/2016,02/15/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN01506R",27.24,"Gasoline"
02/15/2016,02/15/2016,"TARGET SAINT PAUL MN",47.38,"Supermarkets"
02/15/2016,02/15/2016,"USA*SNACK SODA VENDING OSSEO MNEV291857-1455528866",0.95,"Restaurants"
02/17/2016,02/17/2016,"CULVER'S OF MAPLE MAPLE GROVE MN",13.08,"Restaurants"
02/17/2016,02/17/2016,"HOLIDAY STNSTORE 0307 ROGERS MN",4.29,"Gasoline"
02/17/2016,02/17/2016,"HOLIDAY STNSTORE 0307 ROGERS MN",5.78,"Gasoline"
02/17/2016,02/17/2016,"MENARDS MAPLE GROVE MN MAPLE GROVE MN",1.04,"Home Improvement"
02/17/2016,02/17/2016,"MINUTEKEY 800.539.7571 WOODLAND HILLCA",10.73,"Merchandise"
02/17/2016,02/17/2016,"MINUTEKEY 800.539.7571 WOODLAND HILLCA",17.69,"Merchandise"
02/17/2016,02/17/2016,"TARGET SAINT PAUL MN",58.17,"Supermarkets"
02/17/2016,02/17/2016,"USA*SNACK SODA VENDING OSSEO MNEV291857-1455703318",0.95,"Restaurants"
02/17/2016,02/17/2016,"USA*SNACK SODA VENDING OSSEO MNEV291857-1455708255",0.95,"Restaurants"
02/18/2016,02/18/2016,"HOLIDAY STNSTORE 0307 ROGERS MN",3.64,"Gasoline"
02/18/2016,02/18/2016,"HOLIDAY STNSTORE 0307 ROGERS MN",6.96,"Gasoline"
02/18/2016,02/18/2016,"TARGET SAINT PAUL MN",4.86,"Supermarkets"
02/18/2016,02/18/2016,"U-HAUL OF MINNEAPOLI MINNEAPOLIS MN",44.89,"Travel/ Entertainment"
02/18/2016,02/18/2016,"USA*SNACK SODA VENDING OSSEO MNEV291857-1455783999",0.95,"Restaurants"
02/18/2016,02/18/2016,"USA*SNACK SODA VENDING OSSEO MNEV291857-1455791827",0.95,"Restaurants"
02/18/2016,02/18/2016,"WAL-MART SC - #2882 MAPLE GROVE MN",27.00,"Merchandise"
02/19/2016,02/19/2016,"HOLIDAY STNSTORE 0307 ROGERS MN",3.49,"Gasoline"
02/20/2016,02/20/2016,"BP#8453540NORTH STAR XPR NORHTWOOD IA",5.37,"Gasoline"
02/20/2016,02/20/2016,"BP#8453540NORTH STAR XPR NORHTWOOD IA",42.02,"Gasoline"
02/20/2016,02/20/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN02048R",5.39,"Gasoline"
02/20/2016,02/20/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN02081R",26.56,"Gasoline"
02/20/2016,02/20/2016,"TARGET SAINT PAUL MN",11.16,"Supermarkets"
02/20/2016,02/20/2016,"U-HAUL OF MINNEAPOLI MINNEAPOLIS MN",418.06,"Travel/ Entertainment"
02/21/2016,02/21/2016,"CULLIGAN MASON CITY MASON CITY IA",23.49,"Services"
02/21/2016,02/21/2016,"PETCO 626 63506265730 SAINT PAUL MN",10.74,"Merchandise"
02/21/2016,02/21/2016,"TARGET SAINT PAUL MN",18.84,"Supermarkets"
02/22/2016,02/22/2016,"HOLIDAY STNSTORE 0307 ROGERS MN",2.69,"Gasoline"
02/22/2016,02/22/2016,"HOLIDAY STNSTORE 0307 ROGERS MN",11.89,"Gasoline"
02/22/2016,02/22/2016,"TARGET SAINT PAUL MN",22.57,"Supermarkets"
02/22/2016,02/22/2016,"USA*SNACK SODA VENDING OSSEO MNEV291857-1456137742",0.95,"Restaurants"
02/23/2016,02/23/2016,"HOLIDAY STNSTORE 0307 ROGERS MN",5.78,"Gasoline"
02/23/2016,02/23/2016,"HOLIDAY STNSTORE 0307 ROGERS MN",25.95,"Gasoline"
02/23/2016,02/23/2016,"OVR*O.CO/OVERSTOCK.COM 800-843-2446 UTOVR*O.CO/OVERSTOCK.COM",1021.78,"Merchandise"
02/24/2016,02/24/2016,"HLU*HULU 15643209-U HULU.COM/BILLCAHLU*HULU 15643209-U",7.99,"Services"
02/24/2016,02/24/2016,"MCDONALD'S F1406 MINNEAPOLIS MN",3.97,"Restaurants"
02/24/2016,02/24/2016,"PETCO 626 63506265730 SAINT PAUL MN",21.51,"Merchandise"
02/24/2016,02/24/2016,"TARGET SAINT PAUL MN",9.68,"Supermarkets"
02/24/2016,02/24/2016,"TARGET SAINT PAUL MN",11.61,"Supermarkets"
02/25/2016,02/25/2016,"HOLIDAY STNSTORE 0307 ROGERS MN",4.64,"Gasoline"
02/25/2016,02/25/2016,"HOLIDAY STNSTORE 0307 ROGERS MN",6.96,"Gasoline"
02/25/2016,02/27/2016,"WAL-MART SC - #2882 MAPLE GROVE MN",54.96,"Merchandise"
02/26/2016,02/26/2016,"INTEREST CHARGE ON PURCHASES",169.32,"Interest"
02/26/2016,02/26/2016,"INTERNET PAYMENT - THANK YOU",-3000.00,"Payments and Credits"
02/26/2016,02/27/2016,"HOLIDAY STNSTORE 0307 ROGERS MN",2.49,"Gasoline"
02/26/2016,02/27/2016,"HOLIDAY STNSTORE 0307 ROGERS MN",5.57,"Gasoline"
02/26/2016,02/27/2016,"PIEOLOGY PIZZERIA SAINT PAUL MN",17.11,"Restaurants"
02/26/2016,02/27/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN02677R",10.78,"Gasoline"
02/27/2016,02/27/2016,"MYFICO COM 8003194433 CA",14.95,"Merchandise"
02/27/2016,02/27/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",15.56,"Supermarkets"
02/27/2016,02/27/2016,"PILOT NORTHFIELD MN",6.44,"Gasoline"
02/27/2016,02/27/2016,"PILOT NORTHFIELD MN",7.52,"Gasoline"
02/27/2016,02/27/2016,"REWARD STATEMENT CREDIT",-45.26,"Awards and Rebate Credits"
02/27/2016,02/27/2016,"TARGET MINNEAPOLIS MN",162.70,"Supermarkets"
02/28/2016,02/28/2016,"GITHUB.COM 9ENSZ 415-448-6673 CA",7.00,"Merchandise"
02/28/2016,02/28/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",10.45,"Supermarkets"
02/28/2016,02/28/2016,"RADIOSHACK 00161638941 MINNEAPOLIS MN",9.69,"Merchandise"
02/28/2016,02/28/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN02896R",31.81,"Gasoline"
02/28/2016,02/28/2016,"TARGET SAINT PAUL MN",31.14,"Supermarkets"
02/29/2016,02/29/2016,"HOLIDAY STNSTORE 0307 ROGERS MN",4.16,"Gasoline"
02/29/2016,02/29/2016,"HOLIDAY STNSTORE 0307 ROGERS MN",6.05,"Gasoline"
02/29/2016,02/29/2016,"MCDONALD'S F7056 ROGERS MN",3.84,"Restaurants"
02/29/2016,02/29/2016,"TARGET SAINT PAUL MN",2.45,"Supermarkets"
02/29/2016,02/29/2016,"TARGET SAINT PAUL MN",6.39,"Supermarkets"
03/01/2016,03/01/2016,"HOLIDAY STNSTORE 0307 ROGERS MN",6.78,"Gasoline"
03/01/2016,03/01/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",3.23,"Supermarkets"
03/01/2016,03/01/2016,"TARGET SAINT PAUL MN",4.36,"Supermarkets"
03/02/2016,03/02/2016,"HOLIDAY STNSTORE 0307 ROGERS MN",7.78,"Gasoline"
03/03/2016,03/03/2016,"HOLIDAY STNSTORE 0307 ROGERS MN",6.78,"Gasoline"
03/03/2016,03/03/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",12.15,"Supermarkets"
03/04/2016,03/04/2016,"BP#8453540NORTH STAR XPR NORHTWOOD IA",4.37,"Gasoline"
03/04/2016,03/04/2016,"BP#8453540NORTH STAR XPR NORHTWOOD IA",34.42,"Gasoline"
03/04/2016,03/04/2016,"CASEYS GEN STORE 1753 NORTHWOOD IA",2.45,"Gasoline"
03/04/2016,03/04/2016,"KWIK TRIP 00004036691 OWATONNA MN",9.72,"Gasoline"
03/05/2016,03/05/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",25.29,"Merchandise"
03/05/2016,03/05/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN00535R",9.31,"Gasoline"
03/06/2016,03/06/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",15.00,"Supermarkets"
03/07/2016,03/07/2016,"BURGER KING #11890 ROGERS MN",7.69,"Restaurants"
03/07/2016,03/07/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",38.56,"Merchandise"
03/07/2016,03/07/2016,"USA*SNACK SODA VENDING OSSEO MNEV291851-1457340370",1.45,"Restaurants"
03/07/2016,03/07/2016,"USA*SNACK SODA VENDING OSSEO MNEV291851-1457347217",1.45,"Restaurants"
03/07/2016,03/07/2016,"USA*SNACK SODA VENDING OSSEO MNEV291851-1457355574",1.45,"Restaurants"
03/08/2016,03/08/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",11.50,"Supermarkets"
03/08/2016,03/08/2016,"TARGET MINNEAPOLIS MN",7.27,"Supermarkets"
03/09/2016,03/09/2016,"HOLIDAY STNSTORE 0307 ROGERS MN",8.39,"Gasoline"
03/09/2016,03/09/2016,"INTERNET PAYMENT - THANK YOU",-4100.00,"Payments and Credits"
03/09/2016,03/09/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",26.44,"Merchandise"
03/09/2016,03/09/2016,"TACO BELL 20173 ROGERS MN",8.35,"Restaurants"
03/10/2016,03/10/2016,"HOLIDAY STNSTORE 0307 ROGERS MN",4.55,"Gasoline"
03/10/2016,03/10/2016,"HOLIDAY STNSTORE 0307 ROGERS MN",12.61,"Gasoline"
03/10/2016,03/10/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",15.43,"Merchandise"
03/10/2016,03/10/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN01029R",3.43,"Gasoline"
03/11/2016,03/11/2016,"COMCAST ST. PAUL CS 1X 800-266-2278 MN18604970ALCX9116",79.99,"Services"
03/11/2016,03/11/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",15.43,"Merchandise"
03/11/2016,03/11/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN01199R",6.75,"Gasoline"
03/11/2016,03/11/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN01108R",39.47,"Gasoline"
03/11/2016,03/11/2016,"USA*SNACK SODA VENDING OSSEO MNEV291851-1457697168",1.60,"Restaurants"
03/11/2016,03/11/2016,"USA*SNACK SODA VENDING OSSEO MNEV291851-1457702569",1.60,"Restaurants"
03/12/2016,03/12/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",18.25,"Supermarkets"
03/12/2016,03/12/2016,"TARGET MINNEAPOLIS MN",17.23,"Supermarkets"
03/12/2016,03/12/2016,"TARGET MINNEAPOLIS MN",175.44,"Supermarkets"
03/13/2016,03/13/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",12.90,"Supermarkets"
03/14/2016,03/14/2016,"USA*SNACK SODA VENDING OSSEO MNEV291851-1457948079",1.60,"Restaurants"
03/15/2016,03/15/2016,"HOLIDAY STNSTORE 0307 ROGERS MN",11.14,"Gasoline"
03/15/2016,03/15/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",17.63,"Merchandise"
03/15/2016,03/15/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",9.78,"Supermarkets"
03/15/2016,03/15/2016,"USA*SNACK SODA VENDING OSSEO MNEV291851-1458037729",1.60,"Restaurants"
03/15/2016,03/15/2016,"USA*SNACK SODA VENDING OSSEO MNEV291857-1458032343",2.20,"Restaurants"
03/16/2016,03/16/2016,"HOLIDAY STNSTORE 0307 ROGERS MN",13.63,"Gasoline"
03/16/2016,03/16/2016,"HOLIDAY STNSTORE 0307 ROGERS MN",13.81,"Gasoline"
03/16/2016,03/16/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",17.63,"Merchandise"
03/16/2016,03/16/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",14.75,"Supermarkets"
03/17/2016,03/17/2016,"ELEVATED MPLS MINNEAPOLIS MN",24.24,"Merchandise"
03/17/2016,03/17/2016,"HOLIDAY STNSTORE 0307 ROGERS MN",16.06,"Gasoline"
03/17/2016,03/17/2016,"MCDONALD'S F7056 ROGERS MN",5.87,"Restaurants"
03/18/2016,03/18/2016,"HOLIDAY STNSTORE 0307 ROGERS MN",8.24,"Gasoline"
03/18/2016,03/18/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",17.63,"Merchandise"
03/18/2016,03/18/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",22.20,"Supermarkets"
03/18/2016,03/18/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN01890R",3.43,"Gasoline"
03/18/2016,03/18/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN01838R",10.52,"Gasoline"
03/18/2016,03/18/2016,"USA*SNACK SODA VENDING OSSEO MNEV291857-1458291171",1.10,"Restaurants"
03/19/2016,03/19/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",17.63,"Merchandise"
03/19/2016,03/19/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",27.16,"Supermarkets"
03/19/2016,03/19/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",28.42,"Supermarkets"
03/19/2016,03/19/2016,"U-HAUL OF MINNEAPOLI MINNEAPOLIS MN",6.55,"Travel/ Entertainment"
03/19/2016,03/19/2016,"U-HAUL OF MINNEAPOLI MINNEAPOLIS MN",107.92,"Travel/ Entertainment"
03/20/2016,03/20/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",17.66,"Supermarkets"
03/20/2016,03/20/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN02055R",35.68,"Gasoline"
03/21/2016,03/21/2016,"ELEVATED MPLS MINNEAPOLIS MN",19.84,"Merchandise"
03/21/2016,03/21/2016,"HOLIDAY STNSTORE 0307 ROGERS MN",8.99,"Gasoline"
03/21/2016,03/21/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",17.63,"Merchandise"
03/21/2016,03/21/2016,"USA*SNACK SODA VENDING OSSEO MNEV291857-1458555219",1.10,"Restaurants"
03/22/2016,03/22/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",22.03,"Merchandise"
03/22/2016,03/22/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",2.14,"Supermarkets"
03/22/2016,03/22/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",10.32,"Supermarkets"
03/23/2016,03/23/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",28.65,"Merchandise"
03/24/2016,03/24/2016,"HLU*HULU 15643209-U HULU.COM/BILLCAHLU*HULU 15643209-U",7.99,"Services"
03/25/2016,03/25/2016,"INTERNET PAYMENT - THANK YOU",-250.00,"Payments and Credits"
03/25/2016,03/27/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",17.63,"Merchandise"
03/25/2016,03/27/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",14.33,"Supermarkets"
03/26/2016,03/26/2016,"INTEREST CHARGE ON PURCHASES",123.72,"Interest"
03/26/2016,03/27/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",17.63,"Merchandise"
03/27/2016,03/27/2016,"MYFICO COM 8003194433 CA",14.95,"Merchandise"
03/28/2016,03/28/2016,"GITHUB.COM 9ENSZ 415-448-6673 CA",7.00,"Merchandise"
03/28/2016,03/28/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",17.63,"Merchandise"
03/28/2016,03/28/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",11.40,"Supermarkets"
03/28/2016,03/28/2016,"TARGET SAINT PAUL MN",6.93,"Supermarkets"
03/29/2016,03/29/2016,"COMCAST CABLE COMM 800-COMCAST MN8772106005163146BA0328",3.13,"Services"
03/29/2016,03/29/2016,"INTERNET PAYMENT - THANK YOU",-183.78,"Payments and Credits"
03/29/2016,03/29/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",17.63,"Merchandise"
03/29/2016,03/29/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",3.78,"Supermarkets"
03/29/2016,03/29/2016,"PIZZA HUT #30215 612-721-4022 MN",10.00,"Restaurants"
03/29/2016,03/29/2016,"REWARD STATEMENT CREDIT",-31.22,"Awards and Rebate Credits"
03/29/2016,03/29/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN02906R",4.31,"Gasoline"
03/30/2016,03/30/2016,"ELEVATED MPLS MINNEAPOLIS MN",13.22,"Merchandise"
03/30/2016,03/30/2016,"MCDONALD'S F1406 MINNEAPOLIS MN",4.40,"Restaurants"
03/30/2016,03/30/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",6.53,"Supermarkets"
03/30/2016,03/30/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN03048R",15.50,"Gasoline"
03/31/2016,03/31/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",17.63,"Merchandise"
03/31/2016,03/31/2016,"NOKOMIS TRUE VALUE HDWR MINNEAPOLIS MN",30.16,"Home Improvement"
03/31/2016,03/31/2016,"NOKOMIS TRUE VALUE HDWR MINNEAPOLIS MN",113.89,"Home Improvement"
03/31/2016,03/31/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",3.76,"Supermarkets"
03/31/2016,03/31/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",13.54,"Supermarkets"
03/31/2016,03/31/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN03167R",4.31,"Gasoline"
04/01/2016,04/01/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",17.63,"Merchandise"
04/01/2016,04/01/2016,"PIZZA HUT #30215 MINNEAPOLIS MN",6.42,"Restaurants"
04/01/2016,04/01/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN00188R",4.73,"Gasoline"
04/02/2016,04/02/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN00299R",5.59,"Gasoline"
04/02/2016,04/02/2016,"TRACY'S SALOON & EATERY MINNEAPOLIS MN",20.00,"Restaurants"
04/03/2016,04/03/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",34.16,"Supermarkets"
04/03/2016,04/03/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN00331R",4.31,"Gasoline"
04/03/2016,04/03/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN00339R",6.38,"Gasoline"
04/04/2016,04/04/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",17.63,"Merchandise"
04/04/2016,04/04/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN00474R",7.60,"Gasoline"
04/04/2016,04/04/2016,"TARGET MINNEAPOLIS MN",17.68,"Supermarkets"
04/05/2016,04/05/2016,"BEST BUY MH00010009295 MINNEAPOLIS MN",235.98,"Merchandise"
04/05/2016,04/05/2016,"CHIPOTLE 1133 BLOOMINGTON MN",8.05,"Restaurants"
04/05/2016,04/05/2016,"ELEVATED MPLS MINNEAPOLIS MN",13.22,"Merchandise"
04/05/2016,04/05/2016,"MALL OF AMERICA BLOOMINGTON MN00527R",2.46,"Travel/ Entertainment"
04/05/2016,04/05/2016,"MT HIAW TVM 50TH STREET MINNEAPOLIS MN",1.75,"Travel/ Entertainment"
04/05/2016,04/05/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",2.49,"Supermarkets"
04/06/2016,04/06/2016,"ELEVATED MPLS MINNEAPOLIS MN",13.22,"Merchandise"
04/06/2016,04/06/2016,"MCDONALD'S F1406 MINNEAPOLIS MN",1.82,"Restaurants"
04/06/2016,04/06/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",17.63,"Merchandise"
04/06/2016,04/06/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",57.18,"Supermarkets"
04/08/2016,04/08/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",17.63,"Merchandise"
04/08/2016,04/08/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN00879R",9.33,"Gasoline"
04/09/2016,04/09/2016,"ELEVATED MPLS MINNEAPOLIS MN",13.22,"Merchandise"
04/09/2016,04/09/2016,"SQ *SASSY SPOON MINNEAPOLIS MN0002305843010656836985",41.57,"Restaurants"
04/10/2016,04/10/2016,"SQ *SASSY SPOON MINNEAPOLIS MN0002305843010657357325",16.11,"Restaurants"
04/12/2016,04/12/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",22.75,"Supermarkets"
04/13/2016,04/13/2016,"PIZZA LUCE VII RICHFIELD MN",37.30,"Restaurants"
04/13/2016,04/13/2016,"SUPERAMERICA 4359 ST PAUL MN01355R",8.49,"Gasoline"
04/13/2016,04/13/2016,"SUPERAMERICA 4615 RICHFIELD MN01311R",27.49,"Gasoline"
04/13/2016,04/13/2016,"TARGET MINNEAPOLIS MN",14.97,"Supermarkets"
04/14/2016,04/14/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",14.75,"Supermarkets"
04/14/2016,04/14/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN01490R",5.39,"Gasoline"
04/16/2016,04/16/2016,"BP#8453540NORTH STAR XPR NORHTWOOD IA",7.55,"Gasoline"
04/16/2016,04/16/2016,"BP#8453540NORTH STAR XPR NORHTWOOD IA",16.03,"Gasoline"
04/16/2016,04/16/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",19.65,"Supermarkets"
04/17/2016,04/17/2016,"BARNES & NOBLE #2514 EDINA MN",21.45,"Merchandise"
04/17/2016,04/17/2016,"CULLIGAN MASON CITY MASON CITY IA",99.81,"Services"
04/17/2016,04/17/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",26.98,"Supermarkets"
04/17/2016,04/17/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN01742R",7.54,"Gasoline"
04/17/2016,04/17/2016,"TARGET MINNEAPOLIS MN",1.85,"Supermarkets"
04/17/2016,04/17/2016,"TARGET MINNEAPOLIS MN",52.89,"Supermarkets"
04/18/2016,04/18/2016,"JIMMY JOHNS # 305 - E FALCON HEIGHTMN",20.00,"Restaurants"
04/18/2016,04/18/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",4.29,"Supermarkets"
04/18/2016,04/18/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",14.90,"Supermarkets"
04/18/2016,04/18/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN01878R",16.33,"Gasoline"
04/19/2016,04/19/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",15.43,"Merchandise"
04/19/2016,04/19/2016,"NOKOMIS TRUE VALUE HDWR MINNEAPOLIS MN",42.01,"Home Improvement"
04/19/2016,04/19/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN01949R",11.19,"Gasoline"
04/20/2016,04/20/2016,"GOOGLE *MUSIC G.CO/PAYHELP#CAP09TUIBJ",11.49,"Merchandise"
04/20/2016,04/20/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",15.43,"Merchandise"
04/20/2016,04/20/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",3.55,"Supermarkets"
04/20/2016,04/20/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN02019R",13.87,"Gasoline"
04/21/2016,04/21/2016,"ELEVATED MPLS MINNEAPOLIS MN",13.22,"Merchandise"
04/21/2016,04/21/2016,"MCDONALD'S F1406 MINNEAPOLIS MN",4.40,"Restaurants"
04/21/2016,04/21/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",11.02,"Merchandise"
